User_Distance(m),Channel_Gain(dB),Interference_Level(dB),Power_Allocation,Target_SINR,RIS_Element_1(rad),RIS_Element_2(rad),RIS_Element_3(rad),RIS_Element_4(rad),RIS_Element_5(rad),RIS_Element_6(rad),RIS_Element_7(rad),RIS_Element_8(rad)
192.5617226,-95.28604747,-89.11268478,"[0.6342871326299954, 0.12774349419666148, 0.23796937317334316]","[13, 11, 9]",3.136638384,2.117212204,1.858650175,0.421149841,5.627969558,4.346824376,0.764149416,0.408695806
183.5395676,-93.78265943,-91.24670092,"[0.6211694535898672, 0.3232890183252023, 0.0555415280849306]","[13, 11, 8]",6.125304778,4.279933361,2.622953852,4.409106165,4.752172768,4.90064705,3.002591666,2.70103303
118.3485129,-99.06139673,-92.14216444,"[0.3551098590710577, 0.6448901409289424]","[9, 11]",0.069291497,5.821730052,3.790695197,1.276453833,5.778038693,5.748686682,6.215227408,5.491859355
143.0198897,-95.66870521,-92.96776909,"[0.43295909897924034, 0.5670409010207597]","[6, 14]",6.269264205,1.537408662,5.292010219,5.171239377,1.451041072,0.618501362,6.153880581,1.859977113
91.60717745,-99.31825932,-87.38201809,"[0.010555109068979883, 0.5624257589088036, 0.42701913202221636]","[15, 11, 12]",5.471974502,0.025931678,0.13210276,2.927155762,1.499888595,4.334400616,3.553545461,0.486857624
78.21817396,-103.1701019,-91.13459493,"[0.3705508955820022, 0.6294491044179977]","[13, 10]",1.021823722,2.438185472,1.166184728,4.977679812,2.614246391,0.587049733,3.043216207,0.570753125
119.5547607,-89.91378517,-89.88724538,"[0.9207656956077429, 0.02604732896587862, 0.05318697542637844]","[13, 15, 6]",0.810136983,1.505512976,5.400571849,5.809511878,5.191530425,2.099069064,1.711831476,3.450446968
103.0028342,-88.29468004,-90.0767452,"[0.6239243515121138, 0.3760756484878861]","[8, 8]",4.535537172,6.241545307,0.826683164,0.309710764,4.36276672,5.229028815,5.317766218,4.262912203
137.5484168,-89.51274135,-89.22720971,"[0.11703272246225302, 0.24951304612586628, 0.6334542314118807]","[13, 15, 15]",5.994258083,3.210737622,5.741667714,6.080942999,5.322847287,1.946270453,1.232859296,3.443939939
61.66019554,-93.4126489,-86.34422854,"[0.6972217382167417, 0.05006906922385646, 0.252709192559402]","[12, 7, 11]",2.846375624,5.515118319,0.628517526,1.619428566,4.723692082,0.596818692,2.015422253,2.432569084
196.1592211,-95.5053555,-85.19260656,"[0.11183899776504984, 0.8881610022349502]","[7, 7]",3.911872195,0.993576716,5.407337489,2.811990798,5.761817346,2.939713367,1.728128914,0.891136813
197.9316117,-83.41665876,-90.92415791,"[0.18372327483270462, 0.04214369644980638, 0.7741330287174889]","[11, 12, 11]",0.023531124,3.343644091,0.673285384,2.461298129,3.702503672,1.732185577,1.100966699,4.867719516
154.7242571,-92.02295537,-86.72481078,"[0.5106829354475978, 0.4518678914185348, 0.03744917313386744]","[6, 13, 10]",5.948864383,0.631085758,0.97760284,6.031937423,0.237405267,6.142645133,0.029182148,5.489422061
130.414455,-93.02045306,-87.35472205,"[0.6290105985886957, 0.3709894014113043]","[10, 12]",1.930981062,5.897327723,1.991425981,4.111127866,0.502859466,1.522603111,4.861170702,3.321831188
96.42914244,-104.3589484,-89.26471049,"[0.6083377932872092, 0.05072944777549245, 0.3409327589372984]","[15, 15, 7]",5.830601575,2.693924549,5.465192277,2.820870208,6.152798397,6.030817283,2.068026912,5.566422589
172.069253,-96.46880431,-85.43952856,"[0.6181731342713745, 0.3818268657286255]","[8, 7]",5.325699333,1.323743977,3.922532274,0.456676457,5.257208506,1.096704131,0.444941891,2.514650741
152.7096759,-95.49510953,-92.99525484,"[0.34498770023813435, 0.510651048201455, 0.14436125156041066]","[10, 12, 10]",3.624908705,5.371601673,6.121346322,2.761412898,0.379799218,4.706832,3.5510883,2.814184317
74.3925409,-95.02943048,-93.9073579,"[0.6416575058215642, 0.3583424941784359]","[15, 15]",1.943193675,3.156663048,2.127986715,4.756445845,3.417384882,5.509397051,3.415187138,1.497046895
186.6390777,-90.49569077,-86.46038033,"[0.19431616462542425, 0.7583567970470881, 0.04732703832748755]","[10, 12, 7]",5.34756801,3.501110516,1.299620572,3.91761511,2.247600722,5.305556936,2.848166258,4.564365668
173.3805864,-91.65993633,-90.60850183,"[0.5925044776849903, 0.40749552231500974]","[8, 14]",0.600271696,2.488294354,6.177888147,5.079705812,1.004937699,1.745242995,2.072293844,4.086367334
192.469987,-89.80237268,-86.53031146,"[0.18301694079573533, 0.5797789420296398, 0.23720411717462495]","[9, 8, 13]",4.75633835,4.709414576,3.203633179,5.09453569,2.746242588,0.778364548,3.546492686,5.983486068
158.8579263,-85.87791846,-86.06909795,"[0.11119837061220846, 0.12786274832982886, 0.7609388810579627]","[6, 10, 12]",4.982526059,3.636083407,4.063999822,5.846893656,2.691357152,2.082210785,6.140189843,5.42517321
142.0122794,-84.67535653,-94.37542406,"[0.9512904590261068, 0.04870954097389333]","[9, 7]",2.029742704,2.914019435,2.608012802,0.936795778,6.018156302,2.540369927,5.499854831,1.189760268
112.7364554,-87.04692309,-86.16535237,"[0.8835500028531098, 0.11644999714689018]","[12, 6]",3.442373828,0.150553823,4.801738916,3.64998967,3.930695279,0.324971889,1.325992936,0.467034645
189.9092725,-81.1119076,-90.51680945,"[0.6108839097955524, 0.38911609020444765]","[8, 7]",1.815302184,3.942315554,3.557451458,3.846250765,3.451047518,1.715490517,1.536285915,0.86117139
179.9095834,-104.5441854,-89.89567511,"[0.024520152243643747, 0.3317114944725584, 0.6437683532837978]","[14, 7, 7]",5.334869646,3.873454048,1.171883253,1.113439372,5.485444464,4.66671565,4.14312661,2.556402583
56.78280052,-100.1055504,-88.73407489,"[0.320144297986965, 0.6126808775937336, 0.06717482441930146]","[9, 11, 10]",1.646041016,6.154070644,5.009203984,1.896134781,5.325406675,4.768510069,1.866612146,2.680110627
53.95504617,-104.8109281,-85.73617393,"[0.14410686612978535, 0.8558931338702146]","[8, 15]",1.168379956,0.697763087,4.541247785,1.680826572,5.152584958,6.255594028,0.481416489,2.972167348
106.469505,-88.81313215,-94.80883906,"[0.2767171853061998, 0.7232828146938003]","[15, 11]",5.039507688,4.957124681,4.775202979,2.19279985,2.851644108,3.738296441,6.119449165,2.0580402
171.5829996,-82.54923628,-90.23156532,"[0.45145048807675675, 0.5485495119232432]","[6, 10]",5.800284112,1.692419431,6.214538149,4.211390949,2.912328523,3.854045725,1.712363837,1.722685153
198.0914194,-98.91294259,-88.12277958,"[0.47919177889992787, 0.5208082211000721]","[13, 12]",0.713484241,0.716599155,2.184485978,4.79316233,3.819995507,0.644557802,5.354760012,3.778504238
72.56253367,-81.82413638,-87.77293042,"[0.06724393874360754, 0.9327560612563927]","[11, 15]",6.037233642,4.210899482,1.10065613,2.976868661,4.074630577,0.177592354,0.093683953,0.813063032
139.1196073,-103.4933152,-88.07467568,"[0.22538240553759484, 0.0391191096426075, 0.7354984848197975]","[13, 13, 6]",1.581254281,2.698936742,3.062678823,0.867253044,4.231044076,3.74564591,1.850172499,0.085827579
107.1336285,-81.63909933,-93.65564871,"[0.7326892354766271, 0.2673107645233729]","[13, 8]",0.487876241,2.461090858,0.967449381,2.367627413,3.946987711,3.438394166,1.452520912,2.160300425
195.4871597,-96.20943282,-92.00604412,"[0.5376171598653842, 0.44673419677515774, 0.015648643359457926]","[15, 7, 14]",3.858071804,5.408911664,4.732579611,3.477114918,2.276354044,2.293684823,5.525541923,0.24657466
176.3178385,-102.4644793,-91.41284475,"[0.891936676124415, 0.10806332387558512]","[15, 15]",6.207678035,4.17439382,4.279714383,0.238747453,3.804652643,3.045950384,0.664628474,1.746235495
175.7493057,-92.85320602,-86.95562792,"[0.3895287722707005, 0.6104712277292994]","[11, 10]",5.59401071,3.455679134,2.597572951,0.456675454,4.486957889,4.416141967,3.858149769,3.206074762
120.303974,-98.58058581,-92.21240128,"[0.8221895249245865, 0.14066824943486772, 0.03714222564054572]","[11, 11, 10]",2.725547782,3.727632215,1.466466873,5.914105122,3.699505135,1.955279794,2.825421832,5.062266828
112.2229254,-97.87817745,-92.89295036,"[0.6999451964534497, 0.3000548035465503]","[13, 15]",1.015463658,1.83994048,4.269474825,1.982277147,4.979434923,0.819663434,4.79209854,0.42946649
91.01106079,-97.31775088,-85.42551981,"[0.5749148797920332, 0.42508512020796685]","[13, 12]",0.079121719,5.643704816,3.652662026,2.21059359,1.461435206,3.87600769,3.198155041,6.230392574
58.4563245,-84.92435255,-94.91136715,"[0.8298927433957829, 0.17010725660421697]","[9, 14]",6.177728241,3.989977024,2.782637457,3.085929721,4.288142441,0.638211684,2.063096926,0.472949439
179.7083564,-91.52096808,-85.02179144,"[0.7643147505203117, 0.23568524947968825]","[14, 10]",0.460939246,1.230494247,3.04893612,4.930882484,3.05046065,2.10786171,0.517439099,3.457608746
171.9351514,-97.21730752,-88.23178701,"[0.7687087366217528, 0.23129126337824732]","[9, 14]",1.704430797,3.863745392,6.139851645,0.699408509,1.332823189,2.972540651,6.085980093,4.849423846
199.957651,-89.74165542,-86.71530701,"[0.2330354844333185, 0.5393457617926168, 0.22761875377406457]","[10, 7, 15]",5.643740469,2.096792233,6.233161563,0.646117639,0.332838585,5.375909855,5.826177008,0.569164588
199.4955256,-87.09623314,-92.05380604,"[0.2802352052899927, 0.4298433246321065, 0.28992147007790087]","[9, 12, 13]",0.712685541,0.208439381,0.656640382,1.315823516,6.095171159,4.196289536,4.891792931,4.876627698
133.3147558,-98.18439998,-94.85684722,"[0.378720969618822, 0.02055530331864818, 0.6007237270625297]","[10, 9, 14]",3.361967523,5.010771027,3.743569133,1.976351419,3.525558791,3.35213331,5.173908129,6.168374028
165.3481123,-94.66127246,-87.62130481,"[0.5108029394991334, 0.48919706050086675]","[13, 11]",2.582656608,4.796525094,0.626829441,4.880975447,2.333681284,0.247495693,2.282343052,3.836781561
191.7148595,-101.9528477,-86.65855403,"[0.20158130762643786, 0.7280982562501147, 0.07032043612344743]","[15, 8, 13]",0.749270901,5.805879946,0.488030166,5.843404558,4.443076063,2.071642696,2.455156844,4.654642516
177.4471086,-100.4712663,-87.59523868,"[0.13329339765893916, 0.1237152272537863, 0.7429913750872745]","[8, 11, 14]",3.779154384,4.220056936,2.445193401,3.065022502,6.219520832,1.344117037,2.625467852,1.833579164
87.10221526,-87.97205365,-93.57149713,"[0.3364681679032173, 0.5251956029547451, 0.13833622914203753]","[10, 8, 15]",4.807337401,4.800432904,1.837489024,0.511390442,0.071833626,2.68575091,2.578227144,6.210236763
117.5816203,-100.4640413,-87.46572078,"[0.4973844635654169, 0.502615536434583]","[15, 7]",2.951853499,1.611124132,5.599759729,3.085470926,3.764731548,0.601104236,2.405934744,5.932732318
69.37391227,-91.87091541,-87.31077218,"[0.745168630339701, 0.25483136966029896]","[12, 6]",3.703971568,2.164568995,3.931182837,5.720281582,1.721533715,3.173741944,6.023631031,1.083196915
193.1076541,-87.27384346,-88.41459484,"[0.06455351004139509, 0.867588761568038, 0.06785772839056689]","[12, 9, 9]",4.521781803,3.860898042,4.270524798,2.206778023,1.972162268,4.299016149,1.354298402,2.636768527
140.9261952,-102.3280769,-87.33884067,"[0.5488660716804125, 0.10053706063511064, 0.3505968676844768]","[13, 8, 11]",1.182336171,0.052180856,6.095050152,2.712469813,6.090603255,0.881678678,3.690534319,1.26275709
84.29642083,-90.81719451,-86.5407856,"[0.19042667110286934, 0.13553082843410813, 0.6740425004630226]","[6, 10, 8]",4.964182146,4.924151104,0.707531584,5.73066997,1.22289414,3.851450226,6.19291868,5.544260942
150.7551027,-98.58593041,-88.86395886,"[0.16024135444057042, 0.3520488579332928, 0.48770978762613665]","[9, 9, 9]",6.010268421,2.152611566,0.663351324,1.183418307,3.144702171,4.98400906,0.943443171,4.14521547
142.7192361,-80.92682812,-94.11395286,"[0.4631310255646273, 0.30883036636523165, 0.22803860807014095]","[7, 11, 7]",2.033098047,2.143835848,4.158951757,2.934243891,5.102155656,0.979664889,4.963391362,0.403601967
103.7244077,-92.91135883,-90.1237219,"[0.8140845945339013, 0.1859154054660988]","[12, 11]",1.219276489,4.122710245,5.371656324,1.587632924,2.05580549,3.374829194,1.329351149,5.096645105
67.03363883,-84.85018626,-94.22350665,"[0.1658067645398313, 0.6043578609873368, 0.22983537447283198]","[14, 6, 10]",4.860902401,0.91289475,2.914328156,4.868386439,2.119503954,3.977927486,0.315498347,3.824504277
150.7359793,-91.24433645,-90.92456969,"[0.18956843165751283, 0.18068141321777306, 0.6297501551247141]","[8, 15, 12]",0.959146961,5.218708945,2.233354847,1.769055093,5.283461263,0.315064189,2.491966581,2.32480081
128.0461551,-103.9146867,-90.92893511,"[0.1399767660000394, 0.8032707271174347, 0.05675250688252596]","[8, 10, 7]",1.789453527,5.728721423,4.718222249,0.401641086,4.490513682,3.313118166,5.660319918,1.966295305
165.8477588,-89.17121561,-94.33990156,"[0.39333984598403665, 0.4442687589167098, 0.16239139509925357]","[8, 10, 6]",3.60756624,3.146338185,3.076001893,2.865794745,1.292008099,4.748265481,2.83582793,6.022535376
128.0245252,-81.21491644,-91.51179466,"[0.47690747454982, 0.4897969816886752, 0.03329554376150478]","[15, 14, 6]",1.638707678,4.289806062,5.910699733,4.168631587,5.474369132,5.199216208,2.262686339,3.770689922
177.827225,-89.9597045,-93.89001901,"[0.23559685361968255, 0.7644031463803174]","[14, 7]",0.981818954,3.364808358,1.447783948,4.673036228,3.317888918,2.583817723,1.688901965,6.275007627
132.7860258,-84.52027851,-86.9176479,"[0.1809515433573381, 0.15963565443083746, 0.6594128022118244]","[9, 7, 7]",0.450570491,0.273699828,1.365068507,6.101428204,6.152734871,4.11503232,5.52987328,1.344361204
134.1406957,-82.89483842,-85.52311974,"[0.04211855096824557, 0.9578814490317545]","[8, 8]",6.107520604,0.897143672,0.635388297,0.705045895,3.601068947,4.90700688,2.303837825,6.144301702
181.4980404,-99.2980057,-94.27683525,"[0.8739554104781223, 0.10959858315558697, 0.016446006366290608]","[7, 15, 9]",2.729542229,0.945296124,2.927755426,4.266516341,5.229028796,2.882526179,3.729741688,1.679776367
110.5224299,-99.698879,-85.44884793,"[0.004099016495265987, 0.9495599455200706, 0.046341037984663394]","[12, 6, 9]",4.058413228,6.195044432,0.308212687,5.570236485,3.53292516,1.583982594,5.999748996,3.037004655
70.10228427,-89.72547528,-89.77423401,"[0.05630814904844218, 0.9436918509515577]","[10, 11]",2.084071316,1.140383231,1.535938536,5.232944861,3.860451943,5.738091458,1.45750077,0.761136107
54.31740145,-94.72428825,-92.00434322,"[0.5320955393802854, 0.4679044606197146]","[6, 8]",0.038249085,3.190991293,6.272547437,4.366595566,1.937700369,5.509464965,4.911705856,0.096856345
163.2705884,-84.00346743,-94.23137925,"[0.12051658899328815, 0.7649664750270726, 0.11451693597963919]","[14, 15, 7]",5.132485769,1.888265305,0.940426114,1.422078607,2.944173742,2.669523917,1.815132435,1.082079632
143.0464327,-82.49942192,-89.99375732,"[0.21716218743152357, 0.28909342615152717, 0.4937443864169492]","[12, 8, 12]",4.789237298,6.221043246,4.88700863,1.859426807,1.538180069,1.367635034,0.858880484,3.464112009
155.6119652,-96.16446552,-87.05484456,"[0.8198310930728987, 0.18016890692710125]","[14, 7]",3.803842722,4.432803952,4.273906658,1.836784366,2.075405256,4.282082116,2.195644282,1.335950901
81.94462423,-99.07823603,-87.92913523,"[0.21950463819017976, 0.5917653208118616, 0.18873004099795865]","[15, 13, 14]",2.352023421,1.709555181,0.554885192,5.215916554,5.360256946,1.380731857,0.406975732,4.642189699
70.45572134,-85.48686212,-94.49773989,"[0.6601900990307392, 0.04772811583379714, 0.29208178513546357]","[12, 8, 8]",1.329073554,2.472028087,0.402973675,1.42169373,4.981951945,5.054171936,1.301152329,2.110608936
52.18169985,-98.12984911,-94.27098165,"[0.29733855652887026, 0.5779122920570601, 0.12474915141406985]","[15, 6, 15]",0.843444863,0.466040381,6.233998738,4.119218282,3.406092822,4.80976893,5.278360467,5.068738378
102.5881338,-84.43464204,-90.97126717,"[0.21595608062428928, 0.37831277737977037, 0.40573114199594024]","[15, 7, 10]",0.103920425,1.173748641,4.114891372,2.360965613,6.173120558,4.180861616,6.010174049,1.265725574
138.487653,-94.40654366,-92.04709506,"[0.04500120346106078, 0.007701982215493969, 0.9472968143234451]","[7, 13, 7]",5.428402105,2.019116086,6.217619064,0.990787147,3.244258763,4.981589126,2.718372877,2.941058889
108.8366068,-88.31125252,-92.67615677,"[0.9373517227627293, 0.06264827723727082]","[13, 14]",6.197456242,2.672289921,3.795496947,0.342682795,5.291762002,4.072559962,2.538533174,0.101596216
115.6212383,-102.6116172,-92.18995501,"[0.2665291849334293, 0.7334708150665706]","[13, 8]",3.71756484,0.079531482,0.007562529,3.871061433,1.18762926,1.205665033,4.104626304,0.337389382
185.6238042,-89.40351688,-86.96517257,"[0.7442104422373111, 0.25578955776268897]","[8, 7]",1.969185219,0.938908332,3.645355642,4.157993097,4.5310302,1.603665032,0.560772728,0.494383997
102.2383201,-93.70580803,-85.70771946,"[0.47586186204642067, 0.4702418428904243, 0.05389629506315508]","[10, 8, 6]",2.677589148,5.942915694,1.368031869,1.613155057,0.633903039,3.804910247,4.271767252,4.039655921
127.0984234,-90.33478842,-90.94897305,"[0.8930700066188295, 0.10692999338117037]","[13, 10]",5.410640891,3.05630366,0.844818503,1.818386065,4.162170276,3.852358977,3.336391063,4.291192001
167.5479519,-100.7996448,-85.93888998,"[0.29988316690432326, 0.5372132838664838, 0.16290354922919284]","[11, 6, 12]",4.004844826,5.537527596,3.682049493,4.892096617,1.562673148,4.261146851,5.668652829,2.423627695
109.4814173,-86.57815638,-91.78504299,"[0.7454887415357807, 0.25451125846421946]","[15, 12]",4.895255983,4.553985488,0.374014126,3.653724467,0.818003806,6.07784561,5.098223699,0.689414976
143.313005,-83.43007306,-90.23563014,"[0.4958206535533669, 0.5041793464466331]","[11, 7]",0.764990363,3.735189391,2.167002592,0.219319981,3.403233964,2.436902632,0.635082332,5.038614426
179.3545563,-99.581505,-92.73971002,"[0.46394272386651936, 0.5360572761334806]","[15, 13]",5.749596887,4.75381989,5.167431775,1.360250351,1.656077693,1.310217177,4.807035311,5.955938663
192.4280935,-102.6071361,-88.59523958,"[0.49742890960116953, 0.3821768374646398, 0.12039425293419051]","[12, 15, 11]",4.504021005,5.538419026,4.013064769,2.435738991,2.675139123,0.473258516,0.197651387,4.369802098
72.06102214,-104.4090353,-85.21018885,"[0.09699936448899979, 0.7222054586765121, 0.18079517683448804]","[8, 11, 8]",2.754729973,3.469669602,3.503888957,1.742803635,2.990120832,2.957873708,2.440560209,5.156455511
188.9881438,-88.95071249,-88.96506904,"[0.7902327790422236, 0.20976722095777647]","[14, 10]",2.834747039,3.792810407,5.626718863,5.442706372,5.594687708,1.696491427,0.219801457,1.640331081
123.817444,-89.8226491,-91.42185916,"[0.357584471822632, 0.6424155281773679]","[14, 9]",1.751169899,5.713679444,4.0793124,0.513361119,0.850608805,0.978141945,3.961056665,4.6207426
88.73665824,-91.33256468,-88.52182554,"[0.26179450046000485, 0.3701004781225027, 0.3681050214174926]","[8, 11, 8]",5.401301988,5.910193755,1.267347111,1.946357925,1.509993193,2.254165409,5.747010364,3.613538831
118.8703634,-99.2013226,-93.77079322,"[0.01460367725915746, 0.9853963227408427]","[12, 6]",4.638196483,3.079509983,0.181319617,0.403352134,3.379870086,4.516284703,1.352961607,4.535891628
197.0048863,-95.2273501,-86.1134092,"[0.033199872800630165, 0.9668001271993698]","[9, 10]",5.093563277,2.588028184,4.689890357,2.538595048,4.262202708,4.800335035,6.232458754,2.170191232
123.8927141,-90.13809162,-89.96916049,"[0.18218093767833338, 0.8178190623216668]","[10, 6]",2.582645393,1.040621524,1.282228842,4.356729292,5.761967378,2.479376034,1.129995986,1.791332986
99.31274154,-92.58082853,-90.50650258,"[0.009087013959300687, 0.9909129860406994]","[14, 7]",2.859174186,1.826209879,1.467620663,4.624326926,0.049291094,3.388085327,4.987383939,1.672761657
145.0101281,-80.30536199,-89.14135212,"[0.060602297265570405, 0.9393977027344297]","[8, 11]",3.790592355,4.202823316,4.115641548,2.801355871,2.177613721,5.252265854,4.765456493,2.018505785
86.02184282,-101.5890062,-88.75216137,"[0.6132868260845747, 0.1791151621241565, 0.20759801179126883]","[11, 15, 14]",0.647288689,0.451180114,0.592353439,3.662276206,0.324603024,2.11697399,4.7324933,1.849444075
61.37949922,-87.62138615,-94.28224194,"[0.8064556550434054, 0.19354434495659445]","[8, 7]",4.796006095,4.683907541,1.544577428,4.579324814,4.698419187,2.497276666,1.322110892,3.275241075
69.33195829,-94.8920308,-88.17382779,"[0.0024602554530099314, 0.3941543222125086, 0.6033854223344813]","[15, 8, 15]",5.789311787,4.018830455,1.086504096,4.289888278,2.684195784,3.716685048,4.612260359,3.235509633
69.20687584,-94.29500963,-92.5806832,"[0.8933908142103045, 0.02111371624184723, 0.08549546954784813]","[11, 15, 7]",5.114412149,4.537437325,3.864619773,0.947459205,5.252423171,5.880468223,0.860577254,3.067709491
72.78540403,-87.06005586,-87.86047367,"[0.8716772048618733, 0.12832279513812675]","[6, 10]",1.62664594,4.740809759,4.534132726,0.88520732,5.510524865,1.137087297,5.009326196,2.871292281
70.8240759,-87.68909622,-86.77465206,"[0.8493200496149281, 0.15067995038507187]","[9, 6]",2.062595652,0.99424661,1.053151431,4.158781008,3.458456126,0.767085328,0.708101541,0.454340741
146.1312117,-80.21860016,-86.96041492,"[0.7366532852247365, 0.2633467147752635]","[8, 12]",4.673228069,4.472887058,0.367132743,3.520280707,0.532035974,5.678402147,5.69958684,4.387127263
77.28201266,-101.7901428,-89.47499033,"[0.05470269162838151, 0.17454149645808906, 0.7707558119135295]","[10, 14, 10]",5.819416623,5.098509758,5.205861407,3.579579996,1.923026657,1.3684722,2.055858371,3.948953252
101.8500925,-102.3972588,-89.79830108,"[0.1942115946527826, 0.8057884053472174]","[7, 13]",1.084833009,1.625084535,2.940913136,1.464296955,3.698557257,5.800486058,4.700384111,4.18728191
184.5182615,-86.89152957,-93.57124039,"[0.45286001915378893, 0.5471399808462112]","[10, 8]",3.661347016,3.065867134,1.172215302,5.621631588,1.561597756,0.573710598,4.712484354,1.103424945
121.094246,-90.54032707,-87.2465385,"[0.4355267813219949, 0.3956133529461482, 0.16885986573185696]","[13, 14, 8]",2.33669148,0.177719446,0.861223283,1.088270508,0.341868915,4.125897342,5.259075085,2.345609876
150.1336608,-98.14598334,-92.2859062,"[0.3861442818137656, 0.6091470742672829, 0.00470864391895145]","[10, 9, 11]",5.495126069,1.340496063,2.044488328,0.94710846,3.899088419,2.638118444,3.853372914,4.785744574
75.84798068,-103.0145158,-90.03304577,"[0.349321691182126, 0.21188685101489604, 0.438791457802978]","[11, 14, 14]",3.428753172,3.943517824,5.876351034,1.879076476,2.256693582,4.509463217,3.840945843,1.121755323
78.84335282,-102.8585438,-92.15725907,"[0.8466781496730125, 0.15332185032698764]","[8, 14]",2.363403252,2.93951293,2.635104068,1.120133656,5.80836557,4.789790043,3.024447892,4.272949461
56.13029244,-82.64522813,-93.66171637,"[0.81779827487166, 0.18220172512834]","[10, 7]",5.637793302,0.855607371,1.573140274,3.409892503,5.020330226,0.227796226,6.182768383,2.858262483
75.34025946,-100.2033169,-88.70442303,"[0.6605908521634548, 0.06795444591666498, 0.27145470191988]","[10, 9, 10]",2.257115825,1.839241887,1.095515504,4.973605554,6.003044242,2.599006646,5.984235716,5.176073073
91.78855085,-96.91571095,-94.45667965,"[0.32574255928466417, 0.4937892033656301, 0.18046823734970566]","[9, 7, 9]",3.022533376,4.235031385,2.733086203,3.510562709,0.364715892,4.374752438,0.33190703,5.133896133
76.55157264,-99.33358994,-87.51354766,"[0.09644706735224491, 0.00017186979771155114, 0.9033810628500435]","[13, 14, 13]",5.183294426,1.48960053,2.03363323,3.024162299,3.74894361,1.805496305,3.722701872,1.871051363
63.30538006,-96.12509235,-91.82413205,"[0.0038088244959309705, 0.22726873869068845, 0.7689224368133806]","[7, 9, 6]",0.348658483,0.015881064,0.635550841,4.977857959,6.040851096,2.68270775,3.221288284,0.922674258
68.09538067,-103.2644039,-94.99865307,"[0.453754755497242, 0.5462452445027581]","[15, 13]",3.462232099,0.908893555,3.840372905,5.863837148,1.229610187,4.80389552,0.147670078,2.35931875
119.1168152,-92.02350523,-89.88870861,"[0.04445196342790528, 0.6603801577388182, 0.2951678788332765]","[12, 8, 15]",0.695853397,2.214668516,1.090364624,2.345544429,2.623373161,1.888669726,4.125677385,5.773317708
80.95005776,-103.3096859,-94.53148091,"[0.17795509756109876, 0.5654402481740884, 0.2566046542648129]","[6, 14, 10]",2.517014969,1.208527695,1.701001257,5.365845427,3.59171831,2.858918633,0.94019525,2.825720016
104.6404792,-84.9910873,-92.23830442,"[0.5892205296495435, 0.4107794703504566]","[15, 9]",1.749816864,5.926068707,5.554776322,0.527175218,3.246229613,1.41408329,2.580988573,5.509398459
125.5125906,-99.15719795,-87.93023513,"[0.5885959730075963, 0.21206122619093346, 0.19934280080147035]","[12, 6, 12]",3.314471481,2.099936621,1.306201052,5.028589398,3.923962418,2.940942024,1.366494497,2.100131907
153.5592243,-91.49970213,-94.37310378,"[0.32309358676483874, 0.253502093825337, 0.4234043194098244]","[6, 8, 11]",6.030874116,3.267821454,2.517667837,3.276191315,4.894529135,2.136967473,1.122843673,3.675262024
55.89682098,-82.99802281,-86.60661508,"[0.5528941532610064, 0.44710584673899345]","[14, 9]",4.179600649,4.478139284,5.541691471,2.332155782,0.473468777,6.02148174,2.733260551,3.916042427
169.9115598,-88.72806577,-94.96180077,"[0.07542594298590445, 0.823979717681802, 0.10059433933229361]","[15, 6, 12]",4.186519816,3.433846905,1.289671095,4.744703717,5.050122596,3.474448077,3.069720306,0.715894718
144.1850584,-91.67605534,-92.53176131,"[0.830381062161308, 0.13575228337496836, 0.03386665446372368]","[8, 6, 10]",0.527483846,2.133548848,1.953103997,5.992000201,4.923646902,4.146426636,3.252478867,1.05160121
62.26385479,-96.89165617,-87.59095944,"[0.4293770014175614, 0.3510227318816223, 0.21960026670081623]","[11, 13, 9]",6.147824586,2.356450205,0.671833374,3.102629966,5.491491465,5.575013786,0.068900883,5.568760401
181.0367936,-96.67495217,-91.8372985,"[0.15732611809903738, 0.8426738819009627]","[11, 8]",1.705785647,0.244870585,5.32682337,5.427834909,3.746230361,3.609273744,5.10898535,4.940528628
188.1308601,-88.26282612,-93.98107612,"[0.5460815561608933, 0.15102435119263452, 0.3028940926464724]","[11, 7, 15]",5.592697633,3.473014641,6.079905996,6.258975132,0.732271381,5.337840868,3.140475866,2.435151122
59.16169398,-80.14651597,-91.39766081,"[0.09622687366649628, 0.9037731263335038]","[15, 13]",3.85204693,0.351641967,3.18218906,5.471966834,1.341218262,2.679086722,5.90293251,2.692746009
91.53164722,-88.45402025,-92.29606714,"[0.9458150511969674, 0.05418494880303257]","[6, 13]",2.251690242,2.767973395,3.26381799,3.970918728,5.030901242,2.840641937,5.1363842,3.353465818
170.930192,-91.05541457,-86.57288098,"[0.02686817075629033, 0.06855461211859519, 0.9045772171251145]","[11, 14, 9]",2.12673577,4.134026976,4.509581926,3.506325124,0.355722367,1.067405585,1.792578448,1.775789055
162.2389536,-86.73373724,-91.86652082,"[0.041513431887718194, 0.7509406527709783, 0.2075459153413035]","[8, 13, 9]",4.231227678,0.115288041,4.748088638,1.667195939,1.947924709,3.316955274,1.356700563,5.557297162
77.6781529,-93.36985969,-87.11067528,"[0.8649601388557518, 0.04144789702193928, 0.09359196412230877]","[8, 6, 12]",0.53638786,2.79213673,5.337077523,3.869461309,1.836760519,2.643714355,4.440291747,6.115177603
